Entity,Code,Year,Carbon dioxide emissions from buildings,Carbon dioxide emissions from industry,Carbon dioxide emissions from land use change and forestry,Carbon dioxide emissions from other fuel combustion,Carbon dioxide emissions from transport,Carbon dioxide emissions from manufacturing and construction,Fugitive emissions of carbon dioxide from energy production,Carbon dioxide emissions from electricity and heat,Carbon dioxide emissions from bunker fuels
Russia,RUS,2005,140740000,22260000,-746070000,17540000,220890000,154880000,106240000,947840000,15430000
Russia,RUS,2006,145180000,24540000,-746229950,15950000,229170000,152630000,91250000,994760000,16299999
Russia,RUS,2007,148050000,27640000,-746380000,18340000,230710000,170990000,95360000,965640000,16450001
Russia,RUS,2008,155790000,23630000,-746520000,18780000,245300000,172380000,76580000,961590000,17520000
Russia,RUS,2009,139910000,19750000,-746660000,14740000,228320000,166230000,84970000,891480000,17540000
Russia,RUS,2010,137030000,22720000,-746490000,13640000,244130000,178430000,64910004,956010000,23510000
Russia,RUS,2011,139220000,25130000,-665000000,16660000,249690000,184010000,68200000,1015170000,28770000
Russia,RUS,2012,122480000,26330000,-664680000,14100000,237320000,226310000,40870000,1007739970,25410000
Russia,RUS,2013,122370000,27280000,-664710000,14220000,238700000,223860000,36330000,969390000,34440000
Russia,RUS,2014,138870000,26450000,-664800000,16940000,241390000,247030000,33410000,907380030,64080000
Russia,RUS,2015,148760000,23170000,-664770050,15250000,240610000,249980000,35770000,878480000,57420000
Russia,RUS,2016,156310000,20430000,-536180000,14140000,240200000,259780000,40790000,839260000,48160000
Russia,RUS,2017,178410000,20510000,-536080030,14620000,246060000,262090000,36320000,835990000,52970000
Russia,RUS,2018,217990000,20090000,-535479970,14960000,258859980,250550000,38800000,859179970,53800000
Russia,RUS,2019,220460000,20310000,-535080030,13890000,256100000,280460000,42330000,869410000,51350000
Russia,RUS,2020,210250000,20580000,-534840030,22940000,234020000,272320000,44000000,820229950,35680000
Russia,RUS,2021,220590000,22160000,-534840030,30040000,253530000,286600000,46330000,886880000,36000000
Rwanda,RWA,1990,30000,30000,2480000,20000,350000,110000,,0,40000
Rwanda,RWA,1991,30000,30000,2480000,0,330000,90000,,0,40000
Rwanda,RWA,1992,30000,30000,2480000,0,340000,90000,,0,40000
Rwanda,RWA,1993,30000,20000,2480000,0,350000,70000,,0,40000
Rwanda,RWA,1994,30000,0,2480000,0,370000,60000,,0,40000
Rwanda,RWA,1995,30000,0,2500000,0,360000,60000,,0,40000
Rwanda,RWA,1996,30000,20000,2500000,0,350000,60000,,0,40000
Rwanda,RWA,1997,40000,20000,2500000,0,360000,60000,,0,40000
Rwanda,RWA,1998,40000,20000,2500000,0,350000,60000,,0,50000
Rwanda,RWA,1999,40000,30000,2490000,10000,370000,60000,,0,50000
Rwanda,RWA,2000,70000,30000,2490000,20000,300000,70000,,170000,60000
Rwanda,RWA,2001,80000,40000,2270000,20000,310000,70000,,170000,60000
Rwanda,RWA,2002,90000,40000,2260000,20000,370000,70000,,210000,60000
Rwanda,RWA,2003,80000,40000,2260000,20000,310000,60000,,170000,60000
Rwanda,RWA,2004,80000,40000,2260000,20000,300000,60000,,170000,60000
Rwanda,RWA,2005,80000,40000,2260000,20000,330000,60000,,180000,60000
Rwanda,RWA,2006,90000,40000,2260000,20000,320000,70000,,180000,70000
Rwanda,RWA,2007,80000,40000,2270000,20000,290000,60000,,170000,80000
Rwanda,RWA,2008,80000,40000,2270000,20000,290000,60000,,170000,70000
Rwanda,RWA,2009,90000,30000,2270000,20000,300000,60000,,180000,80000
Rwanda,RWA,2010,90000,30000,2260000,20000,300000,90000,,180000,80000
Rwanda,RWA,2011,80000,30000,1370000,20000,380000,90000,,129999.99,100000
Rwanda,RWA,2012,90000,30000,1370000,20000,410000,100000,,160000,110000
Rwanda,RWA,2013,90000,30000,1370000,20000,490000,110000,,170000,100000
Rwanda,RWA,2014,80000,40000,1370000,20000,530000,110000,,150000,110000
Rwanda,RWA,2015,80000,70000,1370000,10000,620000,129999.99,,160000,140000
Rwanda,RWA,2016,90000,110000,1280000,10000,570000,160000,,210000,140000
Rwanda,RWA,2017,90000,129999.99,1270000,10000,560000,190000,,270000,160000
Rwanda,RWA,2018,110000,129999.99,1270000,10000,519999.97,310000,,320000,160000
Rwanda,RWA,2019,110000,150000,1260000,10000,610000,290000,,280000,170000
Rwanda,RWA,2020,140000,160000,1260000,10000,580000,290000,,220000,90000
Rwanda,RWA,2021,150000,220000,1260000,10000,640000,280000,,310000,110000
Saint Kitts and Nevis,KNA,1990,20000,0,0,0,30000,0,,60000,10000
Saint Kitts and Nevis,KNA,1991,20000,0,0,0,30000,0,,60000,10000
Saint Kitts and Nevis,KNA,1992,20000,0,0,0,40000,0,,60000,10000
Saint Kitts and Nevis,KNA,1993,20000,0,0,0,40000,0,,60000,10000
Saint Kitts and Nevis,KNA,1994,20000,0,0,0,40000,0,,70000,10000
Saint Kitts and Nevis,KNA,1995,20000,0,0,0,40000,0,,70000,10000
Saint Kitts and Nevis,KNA,1996,20000,0,0,0,40000,0,,80000,10000
Saint Kitts and Nevis,KNA,1997,20000,0,0,0,40000,0,,90000,10000
Saint Kitts and Nevis,KNA,1998,20000,0,0,0,50000,0,,90000,10000
Saint Kitts and Nevis,KNA,1999,20000,0,0,0,50000,0,,100000,10000
Saint Kitts and Nevis,KNA,2000,10000,0,0,0,50000,0,,110000,10000
Saint Kitts and Nevis,KNA,2001,20000,0,0,0,50000,0,,120000,10000
Saint Kitts and Nevis,KNA,2002,10000,0,0,0,60000,0,,129999.99,10000
Saint Kitts and Nevis,KNA,2003,10000,0,0,0,60000,0,,129999.99,10000
Saint Kitts and Nevis,KNA,2004,30000,0,0,0,60000,0,,129999.99,10000
Saint Kitts and Nevis,KNA,2005,20000,0,0,0,50000,0,,140000,10000
Saint Kitts and Nevis,KNA,2006,10000,0,0,0,60000,0,,140000,10000
Saint Kitts and Nevis,KNA,2007,10000,0,0,0,60000,0,,150000,10000
Saint Kitts and Nevis,KNA,2008,10000,0,0,0,60000,0,,140000,10000
Saint Kitts and Nevis,KNA,2009,10000,0,0,0,60000,0,,150000,10000
Saint Kitts and Nevis,KNA,2010,10000,0,0,0,70000,0,,150000,10000
Saint Kitts and Nevis,KNA,2011,10000,0,0,0,70000,0,,150000,20000
Saint Kitts and Nevis,KNA,2012,10000,0,0,0,70000,0,,150000,20000
Saint Kitts and Nevis,KNA,2013,10000,0,0,0,70000,0,,150000,20000
Saint Kitts and Nevis,KNA,2014,10000,0,0,0,70000,0,,140000,20000
Saint Kitts and Nevis,KNA,2015,10000,0,0,0,70000,0,,150000,20000
Saint Kitts and Nevis,KNA,2016,10000,0,0,0,80000,0,,150000,20000
Saint Kitts and Nevis,KNA,2017,10000,0,0,0,80000,0,,150000,20000
Saint Kitts and Nevis,KNA,2018,10000,0,0,0,80000,0,,150000,20000
Saint Kitts and Nevis,KNA,2019,10000,0,0,0,80000,0,,150000,20000
Saint Kitts and Nevis,KNA,2020,10000,0,0,0,70000,0,,140000,20000
Saint Kitts and Nevis,KNA,2021,10000,0,0,0,80000,10000,,150000,20000
Saint Lucia,LCA,1990,10000,0,-140000,0,90000,0,,100000,50000
Saint Lucia,LCA,1991,10000,0,-140000,0,90000,0,,100000,50000
Saint Lucia,LCA,1992,10000,0,-140000,0,110000,0,,110000,60000
Saint Lucia,LCA,1993,10000,0,-140000,0,120000,0,,120000,60000
Saint Lucia,LCA,1994,10000,0,-140000,0,140000,0,,129999.99,60000
Saint Lucia,LCA,1995,10000,0,-140000,0,140000,0,,140000,60000
Saint Lucia,LCA,1996,20000,0,-140000,0,160000,0,,140000,60000
Saint Lucia,LCA,1997,20000,0,-140000,0,150000,0,,150000,70000
Saint Lucia,LCA,1998,20000,0,-140000,0,170000,0,,160000,70000
Saint Lucia,LCA,1999,30000,0,-140000,0,160000,0,,170000,70000
Saint Lucia,LCA,2000,30000,0,-140000,0,150000,0,,180000,80000
Saint Lucia,LCA,2001,30000,0,-120000,0,170000,0,,190000,90000
Saint Lucia,LCA,2002,40000,0,-120000,0,160000,0,,180000,40000
Saint Lucia,LCA,2003,40000,0,-120000,0,170000,0,,190000,60000
Saint Lucia,LCA,2004,30000,0,-120000,0,190000,0,,190000,80000
Saint Lucia,LCA,2005,30000,0,-120000,0,170000,0,,200000,100000
Saint Lucia,LCA,2006,30000,0,-120000,0,180000,0,,210000,80000
Saint Lucia,LCA,2007,30000,0,-120000,0,190000,0,,220000,100000
Saint Lucia,LCA,2008,30000,0,-120000,0,190000,0,,220000,110000
Saint Lucia,LCA,2009,30000,0,-120000,0,190000,0,,220000,110000
Saint Lucia,LCA,2010,30000,0,-120000,10000,210000,10000,,250000,110000
Saint Lucia,LCA,2011,20000,0,-150000,10000,210000,10000,,250000,100000
Saint Lucia,LCA,2012,30000,0,-150000,10000,210000,10000,,250000,110000
Saint Lucia,LCA,2013,30000,0,-150000,10000,210000,10000,,250000,100000
Saint Lucia,LCA,2014,30000,0,-150000,10000,210000,10000,,250000,100000
Saint Lucia,LCA,2015,30000,0,-150000,10000,210000,10000,,250000,100000
Saint Lucia,LCA,2016,30000,0,-150000,10000,210000,10000,,259999.98,100000
Saint Lucia,LCA,2017,30000,0,-150000,10000,220000,10000,,259999.98,110000
Saint Lucia,LCA,2018,30000,0,-150000,10000,220000,10000,,259999.98,100000
Saint Lucia,LCA,2019,30000,0,-150000,10000,220000,10000,,259999.98,110000
Saint Lucia,LCA,2020,30000,0,-150000,10000,220000,10000,,230000,90000
Saint Lucia,LCA,2021,30000,0,-150000,10000,230000,10000,,240000,110000
Saint Vincent and the Grenadines,VCT,1990,10000,0,-50000,0,50000,0,,30000,0
Saint Vincent and the Grenadines,VCT,1991,10000,0,-50000,0,50000,0,,30000,0
Saint Vincent and the Grenadines,VCT,1992,10000,0,-50000,0,50000,0,,30000,0
Saint Vincent and the Grenadines,VCT,1993,10000,0,-50000,0,60000,0,,40000,0
Saint Vincent and the Grenadines,VCT,1994,10000,0,-50000,0,70000,0,,40000,0
Saint Vincent and the Grenadines,VCT,1995,10000,0,-50000,0,80000,0,,40000,0
Saint Vincent and the Grenadines,VCT,1996,10000,0,-50000,0,80000,0,,40000,0
Saint Vincent and the Grenadines,VCT,1997,10000,0,-50000,0,80000,0,,50000,0
Saint Vincent and the Grenadines,VCT,1998,10000,0,-50000,0,110000,0,,50000,0
Saint Vincent and the Grenadines,VCT,1999,10000,0,-50000,0,100000,0,,60000,0
Saint Vincent and the Grenadines,VCT,2000,10000,0,-50000,0,90000,0,,60000,0
Saint Vincent and the Grenadines,VCT,2001,10000,0,0,0,110000,0,,70000,0
Saint Vincent and the Grenadines,VCT,2002,20000,0,0,0,120000,0,,60000,0
Saint Vincent and the Grenadines,VCT,2003,10000,0,0,0,129999.99,0,,70000,0
Saint Vincent and the Grenadines,VCT,2004,10000,0,0,0,140000,0,,70000,0
Saint Vincent and the Grenadines,VCT,2005,10000,0,0,0,129999.99,0,,80000,0
Saint Vincent and the Grenadines,VCT,2006,10000,0,0,0,140000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2007,20000,0,0,0,150000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2008,10000,0,0,0,140000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2009,20000,0,0,0,190000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2010,10000,0,0,0,140000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2011,10000,0,0,0,140000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2012,20000,0,0,0,140000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2013,20000,0,0,0,120000,0,,80000,0
Saint Vincent and the Grenadines,VCT,2014,30000,0,0,0,150000,0,,90000,0
Saint Vincent and the Grenadines,VCT,2015,40000,0,0,0,120000,0,,90000,0
Saint Vincent and the Grenadines,VCT,2016,30000,0,0,0,129999.99,0,,100000,0
Saint Vincent and the Grenadines,VCT,2017,30000,0,0,0,110000,0,,90000,0
Saint Vincent and the Grenadines,VCT,2018,30000,0,0,0,140000,0,,90000,0
Saint Vincent and the Grenadines,VCT,2019,30000,0,0,0,110000,0,,90000,0
Saint Vincent and the Grenadines,VCT,2020,30000,0,0,0,129999.99,0,,100000,0
Saint Vincent and the Grenadines,VCT,2021,30000,0,0,0,129999.99,0,,100000,0
Samoa,WSM,1990,0,0,110000,0,50000,20000,,20000,20000
Samoa,WSM,1991,0,0,110000,0,50000,20000,,20000,20000
Samoa,WSM,1992,0,0,110000,0,60000,20000,,20000,20000
Samoa,WSM,1993,0,0,110000,0,70000,20000,,20000,20000
Samoa,WSM,1994,0,0,110000,0,70000,20000,,10000,20000
Samoa,WSM,1995,0,0,110000,0,80000,20000,,20000,20000
Samoa,WSM,1996,0,0,110000,0,80000,20000,,30000,20000
Samoa,WSM,1997,0,0,110000,0,80000,20000,,20000,20000
Samoa,WSM,1998,0,0,110000,0,90000,20000,,40000,20000
Samoa,WSM,1999,0,0,110000,0,90000,20000,,30000,20000
Samoa,WSM,2000,0,0,110000,0,90000,20000,,40000,30000
Samoa,WSM,2001,10000,0,110000,0,90000,20000,,40000,30000
Samoa,WSM,2002,10000,0,110000,0,100000,20000,,40000,30000
Samoa,WSM,2003,10000,0,110000,0,100000,20000,,40000,30000
Samoa,WSM,2004,10000,0,110000,0,100000,20000,,40000,30000
Samoa,WSM,2005,10000,0,110000,0,110000,20000,,50000,30000
Samoa,WSM,2006,10000,0,110000,0,100000,20000,,50000,30000
Samoa,WSM,2007,10000,0,110000,0,110000,20000,,50000,40000
Samoa,WSM,2008,10000,0,110000,0,100000,20000,,50000,40000
Samoa,WSM,2009,0,0,110000,0,110000,10000,,50000,40000
Samoa,WSM,2010,10000,0,110000,0,110000,20000,,50000,40000
Samoa,WSM,2011,10000,0,110000,0,110000,20000,,60000,30000
Samoa,WSM,2012,10000,0,110000,0,110000,20000,,50000,40000
Samoa,WSM,2013,10000,0,110000,0,110000,20000,,60000,30000
Samoa,WSM,2014,10000,0,110000,0,110000,20000,,60000,40000
Samoa,WSM,2015,20000,0,110000,0,129999.99,20000,,60000,40000
Samoa,WSM,2016,20000,0,110000,0,140000,20000,,70000,40000
Samoa,WSM,2017,20000,0,110000,0,140000,20000,,70000,40000
Samoa,WSM,2018,20000,0,110000,0,150000,20000,,60000,40000
Samoa,WSM,2019,20000,0,110000,0,170000,20000,,70000,40000
Samoa,WSM,2020,20000,0,110000,0,140000,20000,,70000,20000
Samoa,WSM,2021,20000,0,110000,0,150000,20000,,70000,20000
Sao Tome and Principe,STP,1990,0,0,10000,0,30000,10000,,10000,0
Sao Tome and Principe,STP,1991,0,0,10000,0,30000,10000,,10000,0
Sao Tome and Principe,STP,1992,0,0,10000,0,30000,10000,,10000,0
Sao Tome and Principe,STP,1993,0,0,10000,0,30000,10000,,10000,0
Sao Tome and Principe,STP,1994,0,0,10000,0,30000,10000,,10000,0
Sao Tome and Principe,STP,1995,0,0,10000,0,30000,10000,,10000,0
Sao Tome and Principe,STP,1996,0,0,10000,0,30000,10000,,10000,10000
Sao Tome and Principe,STP,1997,0,0,10000,0,30000,0,,10000,10000
Sao Tome and Principe,STP,1998,0,0,10000,0,30000,10000,,10000,10000
Sao Tome and Principe,STP,1999,0,0,10000,0,30000,10000,,20000,10000
Sao Tome and Principe,STP,2000,0,0,10000,0,30000,10000,,20000,10000
Sao Tome and Principe,STP,2001,0,0,10000,0,20000,10000,,20000,10000
Sao Tome and Principe,STP,2002,10000,0,10000,0,30000,10000,,20000,10000
Sao Tome and Principe,STP,2003,10000,0,10000,0,30000,10000,,20000,10000
Sao Tome and Principe,STP,2004,10000,0,10000,0,30000,10000,,20000,20000
Sao Tome and Principe,STP,2005,10000,0,10000,0,30000,10000,,30000,20000
Sao Tome and Principe,STP,2006,10000,0,10000,0,40000,10000,,30000,20000
Sao Tome and Principe,STP,2007,10000,0,10000,0,40000,10000,,30000,20000
Sao Tome and Principe,STP,2008,10000,0,10000,0,40000,10000,,30000,30000
Sao Tome and Principe,STP,2009,10000,0,10000,0,40000,10000,,30000,30000
Sao Tome and Principe,STP,2010,10000,0,10000,0,50000,10000,,40000,30000
Sao Tome and Principe,STP,2011,10000,0,220000,0,40000,10000,,40000,20000
Sao Tome and Principe,STP,2012,10000,0,220000,0,40000,10000,,50000,10000
Sao Tome and Principe,STP,2013,10000,0,220000,0,40000,0,,50000,10000
Sao Tome and Principe,STP,2014,10000,0,220000,0,50000,10000,,60000,10000
Sao Tome and Principe,STP,2015,10000,0,220000,0,50000,0,,60000,10000
Sao Tome and Principe,STP,2016,10000,0,220000,0,50000,10000,,70000,20000
Sao Tome and Principe,STP,2017,10000,0,220000,10000,50000,10000,,80000,10000
Sao Tome and Principe,STP,2018,10000,0,220000,0,50000,0,,80000,10000
Sao Tome and Principe,STP,2019,20000,0,220000,0,40000,0,,80000,10000
Sao Tome and Principe,STP,2020,20000,0,220000,10000,40000,0,,80000,10000
Sao Tome and Principe,STP,2021,20000,0,220000,10000,40000,0,,80000,10000
Saudi Arabia,SAU,1990,2540000,5820000,0,0,49400000,28170000,14380000,71000000,10640000
Saudi Arabia,SAU,1991,3010000,5510000,0,0,51470000,28170000,24950000,74650000,13320000
Saudi Arabia,SAU,1992,2710000,7420000,0,0,54530000,32240002,23810000,81190000,13910000
Saudi Arabia,SAU,1993,2910000,7400000,0,0,57440000,31410000,14940000,89070000,13660000
Saudi Arabia,SAU,1994,3020000,7250000,0,0,61240000,37670000,6070000,91080000,12250000
Saudi Arabia,SAU,1995,2940000,7610000,0,0,54130000,40010000,5530000,94570000,11760000
Saudi Arabia,SAU,1996,3020000,7930000,0,0,56870000,46050000,6160000,97590000,10950000
Saudi Arabia,SAU,1997,3060000,7420000,0,0,57720000,41910000,6890000,103020000,11560000
Saudi Arabia,SAU,1998,3160000,7600000,0,0,57910000,49040000,6060000,110110000,11660000
Saudi Arabia,SAU,1999,3190000,7840000,0,0,58130000,52340000,5500000,112490000,12060000
Saudi Arabia,SAU,2000,3350000,8700000,0,0,60940000,52890000,6300000,117430000,12580000
Saudi Arabia,SAU,2001,3370000,9890000,0,0,62720000,52270000,5870000,119930000,12340000
Saudi Arabia,SAU,2002,3490000,11160000,0,0,66410004,60040000,5740000,125370000,12590000
Saudi Arabia,SAU,2003,3630000,11550000,0,0,68680000,62280000,6890000,131759990,12540000
Saudi Arabia,SAU,2004,3730000,11720000,0,0,72170000,65820000,6020000,140380000,12870000
Saudi Arabia,SAU,2005,4040000,11530000,0,0,75750000,66850000,6610000,150470000,12660000
Saudi Arabia,SAU,2006,3950000,12390000,0,0,81860000,72480000,7150000,157560000,13830000
Saudi Arabia,SAU,2007,4130000,14180000,0,0,91260000,79710000,7430000,157860000,14400000
Saudi Arabia,SAU,2008,4350000,18370000,0,0,98530000,88820000,7430000,172170000,15010000
Saudi Arabia,SAU,2009,4380000,20180000,0,0,101550000,91020000,6860000,182490000,14040000
Saudi Arabia,SAU,2010,4410000,20990000,0,0,105400000,110840000,6860000,197590000,14420000
Saudi Arabia,SAU,2011,5130000,22330000,0,0,116540000,110130000,7050000,202540000,16360001
Saudi Arabia,SAU,2012,4630000,25370000,0,0,126810000,99730000,3690000,232220000,17160000
Saudi Arabia,SAU,2013,4280000,28220000,0,0,128899990,100210000,3810000,237770000,16610001
Saudi Arabia,SAU,2014,4159999.8,29850000,0,0,136720000,115970000,3700000,250100000,17350000
Saudi Arabia,SAU,2015,4620000,29670000,0,0,146940000,118790000,4100000,261040020,18300000
Saudi Arabia,SAU,2016,4860000,28880000,0,0,146450000,105160000,4540000,271320000,19430000
Saudi Arabia,SAU,2017,4910000,24000000,0,0,142910000,97360000,4410000,276130020,20430000
Saudi Arabia,SAU,2018,5080000,25130000,0,0,136100000,95000000,4360000,261870000,21860000
Saudi Arabia,SAU,2019,4860000,24600000,0,0,136430000,94270000,4000000,262739980,21200000
Saudi Arabia,SAU,2020,4760000,25590000,0,0,122320000,86930000,4310000,269130020,13390000
Saudi Arabia,SAU,2021,5070000,28690000,0,0,128220000,85680000,3960000,278280000,12630000
Senegal,SEN,1990,129999.99,190000,4890000,170000,730000,240000,,870000,570000
Senegal,SEN,1991,140000,210000,4890000,150000,750000,240000,,840000,440000
Senegal,SEN,1992,160000,250000,4890000,160000,790000,270000,,940000,460000
Senegal,SEN,1993,170000,240000,4890000,110000,760000,270000,,960000,350000
Senegal,SEN,1994,180000,280000,4890000,90000,740000,300000,,1010000,470000
Senegal,SEN,1995,200000,280000,4890000,120000,790000,350000,,1020000,550000
Senegal,SEN,1996,230000,330000,4890000,110000,850000,340000,,1060000,700000
Senegal,SEN,1997,259999.98,350000,4890000,129999.99,920000,380000,,1170000,720000
Senegal,SEN,1998,300000,410000,4890000,160000,1020000,480000,,1230000,800000
Senegal,SEN,1999,360000,400000,4890000,200000,1100000,590000,,1310000,800000
Senegal,SEN,2000,350000,540000,4890000,0,1170000,500000,,1500000,1060000
Senegal,SEN,2001,360000,620000,6370000,0,1170000,650000,,1650000,900000
Senegal,SEN,2002,380000,660000,6370000,0,1280000,720000,,1540000,740000
Senegal,SEN,2003,410000,680000,6370000,0,1410000,590000,,1400000,940000
Senegal,SEN,2004,430000,950000,6370000,0,1520000,920000,,1580000,1010000
Senegal,SEN,2005,440000,1039999.94,6370000,0,1460000,780000,,1940000,1110000
Senegal,SEN,2006,420000,1130000,6370000,0,1550000,590000,,1870000,1050000
Senegal,SEN,2007,370000,1220000,6370000,0,2030000,850000,,1730000,1260000
Senegal,SEN,2008,370000,1190000,6370000,0,2190000,870000,,1820000,1230000
Senegal,SEN,2009,380000,1280000,6370000,0,1950000,930000,,2120000,830000
Senegal,SEN,2010,340000,1570000,6370000,30000,2060000,910000,,2110000,900000
Senegal,SEN,2011,320000,1790000,4470000,30000,2200000,1230000,,2000000,920000
Senegal,SEN,2012,300000,1790000,4470000,30000,2100000,1100000,,2130000,850000
Senegal,SEN,2013,310000,2020000,4470000,30000,2330000,1100000,,2220000,1000000
Senegal,SEN,2014,330000,1900000,4470000,30000,2450000,1440000,,2430000,900000
Senegal,SEN,2015,350000,1790000,4470000,30000,2720000,1640000,,2760000,1250000
Senegal,SEN,2016,390000,2000000,4330000,30000,2960000,1730000,,3020000,1110000
Senegal,SEN,2017,340000,2010000,4330000,0,2630000,970000,,4070000.2,600000
Senegal,SEN,2018,519999.97,2100000,4330000,0,2900000,1140000,,3930000,1290000
Senegal,SEN,2019,510000,2630000,4330000,0,3100000,940000,,3750000,1230000
Senegal,SEN,2020,540000,2730000,4330000,0,2870000,1310000,,3260000,1030000
Senegal,SEN,2021,590000,2900000,4330000,0,3280000,1510000,,3870000,1070000
Serbia,SRB,1990,2079999.9,,-2910000,5150000,4470000,9800000,,40410000,430000
Serbia,SRB,1991,1350000,,-2910000,4570000,3190000,7230000,,35860000,310000
Serbia,SRB,1992,2800000,870000,-2920000,1420000,2260000,7290000,,34210000,180000
Serbia,SRB,1993,2780000,470000,-2920000,1300000,2700000,4460000,,31480000,50000
Serbia,SRB,1994,2450000,710000,-2920000,1110000,2620000,3930000,,28790000,40000
Serbia,SRB,1995,1520000,770000,-2920000,720000,2730000,3170000,,36400000,110000
Serbia,SRB,1996,2530000,1010000,-2910000,1420000,4590000,7670000,,35440000,180000
Serbia,SRB,1997,2440000,940000,-2910000,1430000,6320000,7720000,,38410000,200000
Serbia,SRB,1998,2750000,1070000,-2910000,1270000,4900000,9240000,,38050000,200000
Serbia,SRB,1999,2370000,760000,-2910000,1290000,2590000,5290000,,28470000,100000
Serbia,SRB,2000,2320000,1050000,-2910000,970000,2330000,5260000,,32070000,90000
Serbia,SRB,2001,2220000,1210000,-35590000,1370000,3700000,6100000,,31610000,140000
Serbia,SRB,2002,2450000,1210000,-35590000,1970000,4490000,6540000,,33130002,180000
Serbia,SRB,2003,2610000,1060000,-35590000,2089999.9,4920000,7850000,,34680000,190000
Serbia,SRB,2004,2740000,1160000,-35590000,1920000,6280000,9640000,,35760000,140000
Serbia,SRB,2005,2800000,1190000,-35590000,259999.98,6560000,6870000,,33009998,150000
Serbia,SRB,2006,1750000,1320000,-35590000,280000,7090000,7700000,,34860000,160000
Serbia,SRB,2007,3430000,1370000,-35590000,1530000,5540000,8330000,,31260000,140000
Serbia,SRB,2008,3160000,1440000,-35590000,190000,6930000,7590000,,30530000,150000
Serbia,SRB,2009,2510000,1080000,-35590000,290000,6520000,4179999.8,,32290000,129999.99
Serbia,SRB,2010,2880000,1050000,-35590000,220000,6580000,4880000,,31500000,129999.99
Serbia,SRB,2011,3740000,1030000,-2840000,250000,5940000,5630000,,34640000,150000
Serbia,SRB,2012,2780000,880000,-2840000,450000,5230000,4940000,,31510000,129999.99
Serbia,SRB,2013,2240000,770000,-2840000,460000,5770000,4159999.8,,33070000,160000
Serbia,SRB,2014,1840000,670000,-2840000,370000,6020000,3650000,,26440000,259999.98
Serbia,SRB,2015,1990000,690000,-2840000,350000,5870000,3440000,,33080002,270000
Serbia,SRB,2016,2340000,750000,-90000,480000,6010000,3810000,,33240002,420000
Serbia,SRB,2017,2360000,790000,-90000,460000,6280000,3620000,,33840000,440000
Serbia,SRB,2018,2220000,870000,-90000,390000,6370000,4030000.2,,32310002,470000
Serbia,SRB,2019,2240000,890000,-90000,330000,6890000,3440000,,32349998,480000
Serbia,SRB,2020,2520000,980000,-90000,320000,6560000,2740000,,33230000,290000
Serbia,SRB,2021,2300000,1080000,-90000,270000,7500000,2720000,,31410000,380000
Seychelles,SYC,1990,10000,0,0,0,50000,0,,90000,340000
Seychelles,SYC,1991,10000,0,0,20000,50000,0,,90000,330000
Seychelles,SYC,1992,10000,0,0,0,70000,0,,100000,340000
Seychelles,SYC,1993,10000,0,0,10000,60000,0,,100000,340000
Seychelles,SYC,1994,10000,0,0,20000,70000,0,,110000,340000
Seychelles,SYC,1995,10000,0,0,10000,60000,0,,110000,340000
Seychelles,SYC,1996,20000,0,0,40000,60000,0,,110000,350000
Seychelles,SYC,1997,20000,0,0,50000,80000,0,,140000,410000
Seychelles,SYC,1998,20000,0,0,50000,90000,0,,140000,440000
Seychelles,SYC,1999,20000,0,0,30000,110000,0,,150000,560000
Seychelles,SYC,2000,20000,0,0,40000,70000,0,,160000,610000
Seychelles,SYC,2001,20000,0,0,60000,90000,0,,160000,640000
Seychelles,SYC,2002,20000,0,0,60000,90000,0,,180000,510000
Seychelles,SYC,2003,20000,0,0,70000,80000,0,,180000,519999.97
Seychelles,SYC,2004,20000,0,0,20000,160000,0,,180000,820000
Seychelles,SYC,2005,20000,0,0,30000,100000,0,,230000,710000
Seychelles,SYC,2006,20000,0,0,40000,80000,0,,250000,780000
Seychelles,SYC,2007,20000,0,0,0,110000,0,,280000,550000
Seychelles,SYC,2008,20000,0,0,0,129999.99,0,,270000,620000
Seychelles,SYC,2009,20000,0,0,30000,110000,10000,,280000,600000
Seychelles,SYC,2010,20000,0,0,80000,100000,10000,,240000,580000
Seychelles,SYC,2011,20000,0,0,40000,90000,10000,,250000,560000
Seychelles,SYC,2012,20000,0,0,50000,90000,10000,,259999.98,590000
Seychelles,SYC,2013,20000,0,0,20000,90000,10000,,259999.98,580000
Seychelles,SYC,2014,10000,0,0,50000,110000,10000,,280000,570000
Seychelles,SYC,2015,20000,0,0,60000,110000,0,,310000,600000
Seychelles,SYC,2016,20000,0,0,90000,129999.99,0,,330000,610000
Seychelles,SYC,2017,20000,0,0,50000,160000,0,,340000,680000
Seychelles,SYC,2018,20000,0,0,40000,190000,0,,350000,530000
Seychelles,SYC,2019,20000,0,0,40000,170000,0,,360000,490000
Seychelles,SYC,2020,20000,0,0,40000,180000,0,,360000,490000
Seychelles,SYC,2021,20000,0,0,50000,180000,0,,360000,530000
Sierra Leone,SLE,1990,30000,0,3350000,0,110000,70000,,90000,80000
